userName,score,at,content,sentimen
Alex Glondortris,3,2024-08-04 08:33:15,membantu kebutuhan penting,Positif
Arip Ipank,4,2024-08-04 08:31:34,membantu,Positif
Faiz Nur faizin,5,2024-08-04 08:29:18,Sangat puas menggunakan aplikasi easycash,Positif
BRAMASTA MUSIK Chanel,4,2024-08-04 08:23:29,acc cepat,Positif
Clarinta Chacha,5,2024-08-04 08:22:48,. aplikasi luar biasa,Positif
Tanwiruzaman Awir,5,2024-08-04 08:21:50,mantap,Positif
Mane Sunarti,4,2024-08-04 08:20:33,q kasih bintang 4 aplikasin ini sangat bagus mudah sn amanah,Positif
Binuang Kota,5,2024-08-04 08:20:02,Bismilah awal coba mdahan di permudah,Positif
bandit along,5,2024-08-04 08:11:13,mantap..,Positif
Priyo Tri Raharjo,5,2024-08-04 08:10:58,Sangat membantu,Positif
Sagara Alif,5,2024-08-04 08:08:39,Sangat memuaskan,Positif
Ali Wahyudi,5,2024-08-04 08:08:18,pinjaman sangat memuaskan,Positif
Romdhoni Athena,5,2024-08-04 08:08:11,mantap,Positif
Joy ablag,1,2024-08-04 08:02:28,Aplikasi anijg,Negatif
Putri Agustin,5,2024-08-04 07:50:39,sangat puas 😊,Positif
Shiva Adila,1,2024-08-04 07:50:21,Jelek,Negatif
Fulhamdani Gjk,5,2024-08-04 07:50:00,josssss,Positif
yeyen -apriani,5,2024-08-04 07:49:45,sangat membantu,Positif
Giar Irayanti,5,2024-08-04 07:48:40,baik,Positif
Kalif Widiyanto,5,2024-08-04 07:47:01,sangat membantu,Positif
"SYAEKHUDIN, S.H., CTL",5,2024-08-04 07:46:14,Pinjaman aman terpercaya,Positif
Novanda Putra,5,2024-08-04 07:44:30,sangat baik,Positif
Dede Soleh,1,2024-08-04 07:44:03,Katanya bunganya 0.2% tpi kenapa ini lebih dari 0.2% anjj! Saya pinjam hanya 2jt tpi pengembalian nya jadi 3jt!! Segitu yg namanya 0.2%?,Negatif
Novi Damayanti,1,2024-08-04 07:42:16,"Saya ingin mangajukan pergantian nomer karena sim card saya hilang dan sudah tidak aktif, kenapa jadi di persulit gini sihh, tolonglahh",Negatif
Kanda Sebastian,1,2024-08-04 07:40:57,"Easy cash pertama kali nelpon ngasih pinjaman dan lolos, tapi yang kedua kalinya tidak lolos, apa-apaan",Negatif
Sayang Inha,5,2024-08-04 07:34:22,sangat baik,Positif
Panji Panji,1,2024-08-04 07:32:30,Ini aplikasi apa si aneh sudah 1bulan data diri saya ga lolos lolos aneh tolong di bantu bos,Negatif
Riri Rukmana,5,2024-08-04 07:25:19,mntull,Positif
Zae Madrid,1,2024-08-04 07:23:10,Apk yang sangat buruk dan tidak sesuai pinjaman . Pinjaman guan di lunasin malah pinjaman selanjutnya ga bisa bisa minjem. Apk asu.,Negatif
mahdian agus,5,2024-08-04 07:18:47,cpt proses dan tanpa ribet,Positif
Elvi herawati Damanik,5,2024-08-04 07:15:45,suka sm aplikasi ini,Positif
manjiro sano,2,2024-08-04 07:04:06,knpa limit saya tidak bisa d pakai,Negatif
Erwin Suryadi Lingga,1,2024-08-04 07:02:48,Tidak bagus,Negatif
Novitasari Novii,1,2024-08-04 06:57:57,Saya sedikit cerita sih pengguna dari tahun 2020 dari limit awal 600 sampai 10 juta pas saya sudah lunasi nahas limit kosong dan tidak bisa meminjam kembali padahal cicilan ga prnah telat bayarnya sebelum jatuh tempo trnyata yg awalnya ngasih limit lama klamaan malah kosong untuk yg mau dwonload aplikasi easycash mikir2 lagi deh bunga juga besar kecewa bangt dan data susah buat di hapus minta bantuan bun sma cs nya percuma soalnya yg balas otomatis dari aplik jadi kayak chat sma robot hahah,Negatif
rara endel,5,2024-08-04 06:57:48,baik,Positif
askar hanas palembang,5,2024-08-04 06:57:41,Terbaik,Positif
Aldhy Bejo,5,2024-08-04 06:56:00,lumayan membantu,Positif
Cancan 99,1,2024-08-04 06:53:59,"Apk ga guna,, baru saja daftar dah ga di Terima aja verifikasi,, emang verifikasi akun itu orangnya kaya,, aneh ni apk nya,, buat kalian ga usah download,,Gimana mau ajukan,, baru daftar aja sudah di tolak alesan verifikasi,,pokok nya ga guna",Negatif
Ajay 296,5,2024-08-04 06:52:24,baguss,Positif
Linalina Masalalu,5,2024-08-04 06:45:37,udah langganan,Positif
Usman Muisjoho,5,2024-08-04 06:45:34,sangat baik,Positif
Ramedon Merak,4,2024-08-04 06:45:28,oke,Positif
Chiky Radityo,5,2024-08-04 06:38:07,"Tolong hapus data saya,kenapa saya tidak bisa menghapus data saya.mksh",Positif
Viktoria Ayu Rianto,1,2024-08-04 06:31:47,SUMPAH GANGGU POL. TELFON TELFON MULU GUA KAGAK PERNAH PJNJAM DUIT DI SINI EGEEEE,Negatif
Fikri Alhakim,5,2024-08-04 06:22:35,sangat baik,Positif
Sanusi bctn,5,2024-08-04 06:22:07,Andai pinjamannya byr bulanan seperti platform lain.. easycash pasti lebih mantap,Positif
Andri anto,1,2024-08-04 06:17:11,"Saya mau hapus akun kok gak bisa,masa mau hapus akun harus memasukkan nik",Negatif
Munadi Adi,4,2024-08-04 06:05:10,pencairan mudah waktu urgent,Positif
Mas Lepu26,5,2024-08-04 05:57:39,terbaik,Positif
Mulyadi Herdiansyah,1,2024-08-04 05:56:04,Mohon maaf saya tidak pinjam ke apk ini kok ada sms bahwa saya pinjam ke apk ini padahal saya tidak pernah bahkan tidak di acc parah ini. Rolong di hlus data saya jngan salah gunakan,Negatif
Dhani Tawang,5,2024-08-04 05:39:54,trimakasi sangat mengbantu,Positif
Kurnia Hidayat,5,2024-08-04 05:37:42,mantap semoga berkah,Positif
Muh Arfah,3,2024-08-04 05:35:43,mantap,Positif
Yeni Nuraeni,5,2024-08-04 05:25:55,mntap,Positif
Dedi Mulyadi,5,2024-08-04 05:18:39,Masa setelah bayar cicilan limit nya langsung hilang padahal cicilan 3 kali lagi langsung di bayar lunas sekaligus itupun masih jauh dari jatuh tempo udah di lunasin,Positif
Muhamad Sukur,5,2024-08-04 05:15:50,"Aplikasinya bagus dan sangat membantu, tapi kenapa saya tidak bisa ajukan pinjaman laginya.. Padahal cuma lambat beberapa hari aja sih. Ni malah gak dikasi pinjam lagi..",Positif
I P,5,2024-08-04 05:15:32,first time,Positif
Hadi Firman Zyah,5,2024-08-04 05:12:40,🙏🙌🏼,Positif
Gamilanaura Zaida,5,2024-08-04 05:04:39,sangat membantu untuk hal yg mendesak,Positif
Oral oktavianus Luas,4,2024-08-04 05:01:28,ok..,Positif
Setyono setya,5,2024-08-04 04:58:59,simple dan cepat,Positif
Dwi Oktavia,5,2024-08-04 04:48:43,terimakasih,Positif
Gunawan Aja,1,2024-08-04 04:47:05,"Customer nya kaya asu,, najissssss",Negatif
Hasim Rafa,5,2024-08-04 04:42:20,Puas,Positif
Didik Aliyanto,4,2024-08-04 04:41:54,cepat dan mudah,Positif
RIA RAMADHANI,1,2024-08-04 04:35:48,"Bayar nggak pernah telat tapi limit semakin turun, ngga lagi deh,saya stop pinjam dsini",Negatif
Deri ependi,1,2024-08-04 04:33:59,"Kredit lancar giliran pengajuan lagi di tolak,",Negatif
Desi Azka,5,2024-08-04 04:22:48,☺️,Positif
Arhan Dirgantara,4,2024-08-04 04:19:41,bagus,Positif
Dika Sty,5,2024-08-04 04:08:59,terimakasih,Positif
Dalmini Mariyanto,5,2024-08-04 03:57:19,"alhamdulilah,terbantu",Positif
Sidik Permana,5,2024-08-04 03:56:17,"Setelah pelunasan 3x bayar, saya lunaskan 1x ,,, kok limitnya malah hilang",Positif
Cerly,1,2024-08-04 03:36:29,Awalnya saya coba-coba untuk melakukan pinjaman ternyata ditolak lalu saya menghapus data di apk ny tp tetap saja data pribadi masih ada disini jadi saya mohon kepada Easycash tolong jangan sebar dan salahgunakan data saya jika itu terjadi saya tidak akan bertanggungjawab dan akan saya bawa ke jalur hukum!!!,Negatif
Arlin Nardiyuni,5,2024-08-04 03:34:02,terimakasih easycash sangat membantu saya di kala membutuhkan,Positif
Kaguya sil,1,2024-08-04 03:23:16,tolol sembarangan telpon org,Negatif
Aziz Aziz,5,2024-08-04 03:16:15,masih belum verivikasi,Positif
Indra Gunawan Manullang,5,2024-08-04 03:07:00,semoga bermanfaat,Positif
Tatang Rahmat,1,2024-08-04 03:02:13,"Pngajuan pnjaman gagal ga d setujui, Awas klo data saya yg udah masuk jangan d salah gunakan,jika d salah gunakan saya tidak bertanggung jawab,dan saya tidak merasa pinjam,dan pngjuan saya juga di TOLAK,JIKA DATA SAYA D SALAH GUNAKN AKAN SAYA LAPORKN KE OJK AGAR APK INI DI BLOKIR",Negatif
Eka Kartika,5,2024-08-04 02:59:03,Mantap👍👍👍👍👍,Positif
muhammad colil,1,2024-08-04 02:58:42,bintang satu dyu? ckup mmbantu di saat darurat,Negatif
Fahmi Maulana,1,2024-08-04 02:58:14,"aplikasi bego kasih pinjem sekali , udah di bayar malah ga lolos tolol , gaguna aplikasi nya bngst",Negatif
Mayda Lengkong,3,2024-08-04 02:57:19,good,Positif
zuli lian,5,2024-08-04 02:53:26,sangat membantu kebutuhan kecil.. smoga bisa lebih besar,Positif
BOTT TUYUL,5,2024-08-04 02:50:41,Semoga membantu,Positif
azhar bae,1,2024-08-04 02:49:16,"Cara ngelaporin apk ini gmn ya, gk ada niat mnjem dpksa dtlfni trus",Negatif
Abdurrahman Fazri,5,2024-08-04 02:48:43,"sangat mudah dan tidak ribet saat pengajuan, makasih easy cash🤩",Positif
Ardhi Gosono (Driver Shopee Food),5,2024-08-04 02:47:55,tolong,Positif
Alji Aja,4,2024-08-04 02:28:01,ini,Positif
Elin Putri,5,2024-08-04 02:23:14,sangat membantu sekali,Positif
Abdul Azis,4,2024-08-04 02:14:26,bagus,Positif
Mayfin Lumbangaol,5,2024-08-04 02:10:20,sangat membantu,Positif
Ahmad Rosidy,5,2024-08-04 02:05:21,mantap,Positif
Tati Nurhayati,4,2024-08-04 02:02:57,proses ga ribet,Positif
Wulan Dari,5,2024-08-04 01:57:29,keren bngt langsung cair,Positif
jeffry po,5,2024-08-04 01:55:46,terpercaya,Positif
Zhoel Samsul469,5,2024-08-04 01:50:03,membantu dan bisa memahami,Positif
Selly Selly aulia putri,5,2024-08-04 01:45:35,mudah cepat,Positif
Yuni Loviana,1,2024-08-04 01:40:45,Penipu,Negatif
Jhony Akb,5,2024-08-04 01:38:30,bagus mantap,Positif
joy jaelani,5,2024-08-04 01:37:08,Semoga tidak Naik lagi bunganya,Positif
Yono Kusyono,5,2024-08-04 01:37:04,ok,Positif
Yayat Jangkrik,1,2024-08-04 01:32:35,Tidak bisa mengajukan pinjaman padahal bayar selalu lunas tidak telat waktu. Terpaksa saya uninstall. Easycash bukan aplikasi yang bagus. Jangan sampai kalian gunakan.,Negatif
Peternak Pemula,5,2024-08-04 01:30:36,pendaftaran ya mudah dan gak ribet. Dana langsung cair Terima kasih Easycash,Positif
Tebai Maria,5,2024-08-04 01:28:13,mantap,Positif
Titik Handayani,5,2024-08-04 01:25:48,Selama mengunamsn easycash ini tidak ada masalah sudah beberapa kli pengajuan limit selalu naok terus cuma yg jdi masalah kenapa limit ny semakin naik priodi jangka pembayaran ny semakin pendek yg sebelum ny cicilan bisa 6sampai 8 kli sekarang malah 4kli cicilan seharus nya makin besar limit nya makin panjang jangka waktu pembayaran ny biar tidak memberat kan,Positif
Erma Silvia Yuniarti,4,2024-08-04 01:24:18,"selain bank terdaftar harus nya diadakan juga e-walet,..karena ada juga yg tdk punya rekening tabungan negara",Positif
Asrul Jhi,5,2024-08-04 01:20:10,membantu sekali,Positif
Marsti Siti,5,2024-08-04 01:13:43,sangat baik,Positif
•《イのメノᄃ》•,5,2024-08-04 01:13:29,"sangat mudah , tidak ribet",Positif
Muh Sabil,1,2024-08-04 01:10:59,ok,Negatif
Wiseno s,4,2024-08-04 01:00:39,ok,Positif
raden gunawan,1,2024-08-04 00:57:03,Tidak sesuai iklan,Negatif
Porenjer Merah,5,2024-08-04 00:40:15,suka,Positif
Siska Nurjanah,5,2024-08-04 00:26:05,"proses cepat dan mudah,,mdh²an d ACC klo d ACC saya akan memberikan yg terbaik",Positif
Rudi Salam,5,2024-08-04 00:25:46,membantu,Positif
ida navida,5,2024-08-04 00:10:18,aktif,Positif
Rakarkt17 Rakarkt17,5,2024-08-04 00:00:55,baik,Positif
Tugiyono Patemon,4,2024-08-03 23:51:48,bagus sekali sangat membatu,Positif
abdul fatah,5,2024-08-03 23:41:37,Iklannya sangat mengganggu banget ketika saya lagi pake hp selalu datang iklan,Positif
Artha Artha,3,2024-08-03 23:26:56,kenapa kok masih ada potongan nya,Positif
BaleLanjong Project,5,2024-08-03 23:24:31,cepat dan sangat memudahkan kebutuhan mendadak,Positif
Abdulrozak Rozak,4,2024-08-03 23:21:53,bismillah..baru mencoba jika baik bintang 5 deh,Positif
Junal Ashoy,1,2024-08-03 23:17:32,"Aplikasi maksa, orang ga mau pengajuan malah di paksa suruh pengajuan dengan embel2 nasabah prioritas lah dapat promo lh, di telponin trs ganggu orang lg kerja,,,",Negatif
Reza Iztihar meilani,1,2024-08-03 23:15:01,Males d lunasin malah ga di ksih lagi,Negatif
Mores Sawaki,5,2024-08-03 23:03:35,Sangat baik,Positif
Firman,5,2024-08-03 22:36:30,limit ny banyak syarat,Positif
Dian Dimyati,5,2024-08-03 22:33:13,mantapp,Positif
Albina Dappa Albin,4,2024-08-03 22:16:29,bunganya tinggi 🥲,Positif
Hengki winar zio zahwa Hengki winar zio zahwa,5,2024-08-03 22:00:45,sangat baik,Positif
Dede Yusup,5,2024-08-03 21:45:20,sangat bagus untuk membantu,Positif
Nursina,5,2024-08-03 21:39:43,Easycash...bagus dan cepat..cums awal pinjaman nya 100 max,Positif
DEMONS 13,5,2024-08-03 21:28:00,trimakasih membantu sekali,Positif
Aris 2023,5,2024-08-03 21:25:03,se,Positif
Oca Micaya,3,2024-08-03 20:52:55,Aplk sangat bagus. Walaupun limit kecil. Saya akan membayar tepat waktu ya. smoga Tgihan nya gak kasar2 biar jadi nasabah yg baik☺,Positif
M zimie Anugraha,1,2024-08-03 20:49:03,Aplikasi gak jelas,Negatif
Angger Murdin,1,2024-08-03 20:37:17,Tidak diberi jalan keluar pas ada keluhan👎,Negatif
Asep,5,2024-08-03 20:18:45,Cepat dan mudah,Positif
Sar Jianto,4,2024-08-03 20:17:51,semoga jaya abadi,Positif
Rida Moti,5,2024-08-03 19:39:24,sangat baik,Positif
a di,5,2024-08-03 19:36:40,good,Positif
Kazaratul Muchlis,5,2024-08-03 19:24:40,good job,Positif
Dani Saputra,5,2024-08-03 19:22:12,sangat membantu,Positif
Rika Novianti,3,2024-08-03 19:06:39,semoga bisa membantu,Positif
Supri Yatna,2,2024-08-03 19:02:07,Saya GK di ACC,Negatif
Oppo A9,5,2024-08-03 18:48:53,mudah dan cepat,Positif
Sholeh Setiawan,4,2024-08-03 18:32:30,mudah,Positif
Ading 1408,4,2024-08-03 18:26:39,"sayaa sangat. siap memakai aplikasi ini, jika saya di setujui, dan siap menanggung pembayaran nya 🙏😊",Positif
Kyou Ryu26,1,2024-08-03 18:16:30,"Tolong ini bagaimana saya sudah membayar semua pinjaman namun saat saya mau hapus akun tidak bisa dengan pesan ""masih ada pinjaman gratis 1 hari"" bagaimana ini. Sudah nomor saya di telfon sama pinjol ilegal katanya OJK tapi menjual nomor peminjam tolong untuk membantu ingin menghapus akun",Negatif
Euis Kurniawati,5,2024-08-03 18:12:52,terimakasih,Positif
Kiki Cantikyah,5,2024-08-03 18:10:27,proses cepat,Positif
Lukman Ismail,4,2024-08-03 18:06:55,nice,Positif
EKA TRIHARTA,1,2024-08-03 18:03:33,"Dikira bisa naik limit,taunya giliran sudah lunas gak bisa ngajuin lagi.",Negatif
Fahira Maulida,5,2024-08-03 17:52:45,oke aja,Positif
Muh Rizky,5,2024-08-03 17:52:16,saya sayang suka ini,Positif
Toni Belo,5,2024-08-03 17:40:12,"lumayan cepat, dan bunga rendah . thank you untuk apps aesy cash",Positif
Vikrotul Imaroh,5,2024-08-03 17:32:05,membantu,Positif
AGUS ARIFIN,1,2024-08-03 17:15:36,"SELALU DIGAGAL TERNYATA EASYCASH HANYA ININI DI DONWLOD SAJA .. Belum Lolos Verifikasi Mohon maaf! Untuk sementara Anda belum dapat meminjam uang. Silahkan klik ""Undang"" dibawah ini untuk ambil uang tunai gratis.",Negatif
Silvi firman,5,2024-08-03 17:11:15,Bagus sekali aplikasinya,Positif
Adam Cendekia,1,2024-08-03 17:04:52,"Aplikasi aneh dan gajelas. Layanan customer servicenya sampah. Bukannya menjawab pertanyaan malah bot csnya bertanya balik. Saya sarankan untuk kalian semua jangan pernah pinjol di aplikasi apapun terutama aplikasi easycash ini, karena semenjak mengajukan pinjaman di aplikasi ini saya setiap hari ditelepon penipu hingga 4-5 kali sehari",Negatif
Rizky chu'x,5,2024-08-03 16:34:35,apk membantu banget,Positif
Samsung Jatibarang,2,2024-08-03 16:32:41,oke,Negatif
Isman Siregar,2,2024-08-03 16:31:48,maknyos,Negatif
Wilda Sintia Trisyanti,5,2024-08-03 16:28:12,mudah,Positif
Ayu Hanipah,5,2024-08-03 16:18:24,"mudah d gunakan , tpi susah lolos masuk verifikasi pinjaman",Positif
Joshua Zen Daniel,4,2024-08-03 16:13:08,"Padahal aku udah pengajuan 3 kali dan bayar juga gak pernah telat, ini udah bayar semua sampai lunas malah gak di ACC tolong dong pihak admin dari easycash dan pengurus apknya diperbaiki lagi padahal udah suka banget sama apk ini",Positif
Enjelo Gulo,5,2024-08-03 16:12:25,mantap,Positif
Ad Itya,5,2024-08-03 16:07:37,Kak umur 20thn bisa mengajukan pinjaman?,Positif
good boy,5,2024-08-03 16:07:18,tenor bulanan,Positif
pandoell nasipadang,5,2024-08-03 16:06:56,baik,Positif
titin,5,2024-08-03 15:56:09,"pengajuannya mudah, cepat cairnya gk bertele tele.",Positif
Saiful Bahri,5,2024-08-03 15:53:17,ok,Positif
Mirna Hariyanti,5,2024-08-03 15:32:10,alhamdulillah sangat membantu terimakasih easy cash👍🙏,Positif
GUN Adventure,5,2024-08-03 15:24:31,mntap,Positif
Nabil Rifai,5,2024-08-03 15:21:41,sangat baik,Positif
Mulyanah Yanah,5,2024-08-03 15:16:19,di permudah ga ribet terima kasih atas bantuan nya,Positif
Kiki Widya,5,2024-08-03 15:14:31,sangat bagus,Positif
Aisila Putri,1,2024-08-03 15:08:33,"Buruk kali aplikasi ini udh di ajukann tapi ga keluar limit nya data"" Udah disimpan apa lah maksud klen yg bikin aplikasi ini",Negatif
Badri Am,5,2024-08-03 15:03:52,good,Positif
Ashila Mayriva,5,2024-08-03 15:03:18,Mudah dan Bunga rendah,Positif
Dian Sokoy,5,2024-08-03 15:01:57,Cool,Positif
Apip Baul,5,2024-08-03 14:58:25,bgus,Positif
Fake Talk,2,2024-08-03 14:50:00,"Mau cek limit, terus masuk ke ferivikasi wajah kenapa tidak bisa ya, hp langsung lelet. Udah beberapa kali uninstal tetap tidak bisa,",Negatif
Sayid muhammad Reza,5,2024-08-03 14:48:36,bagus sekali,Positif
Deif Kasmarang,1,2024-08-03 14:44:25,Apk tai,Negatif
sam kb09,5,2024-08-03 14:38:27,sangat membantu,Positif
Ahmad Saukani,5,2024-08-03 14:37:34,semoga bermanfaat bagi orang banyak yang lagi membutuhkan,Positif
Su Parti,1,2024-08-03 14:28:38,Pengajuan ditolak tlong hapus data saya,Negatif
nofem bri,1,2024-08-03 14:17:49,BAD.,Negatif
arham lambauta,2,2024-08-03 14:05:09,"Proses peminjaman memang cepat bunganya juga rendah,tapi limit setalah meminjam berkurang dan juga biaya layanan yang sangat tinggi sampai 10%. bayangkan saja meminjam Rp 2.300,000 yang cair Rp 2.070,000 .minjam duit aja di pajakin wkwkwkww",Negatif
Anggun Prastio,1,2024-08-03 14:04:48,Kagak bisa pinjem ah susah kali mohon Pihan easychash segera menghapus akun dan data pribadi saya,Negatif
Saiful Mukminin,5,2024-08-03 13:34:14,good,Positif
Desi Oppo,1,2024-08-03 13:33:48,"Baru masukkan no hp langsung di tolak Udah 2 kali kek gitu terus, aplikasi ga membantu",Negatif
Sulis Tyawan,5,2024-08-03 13:30:14,"Pencairan mudah, sayangnya pilihan periode angsuran hanya tiap 2 minggu sekali selama 2 bulan",Positif
Ilham Frost,5,2024-08-03 13:17:41,bagus,Positif
Diko Yuliyadi,5,2024-08-03 13:11:11,sangat membantu,Positif
Rainaldi Saputra,5,2024-08-03 13:08:07,ngebantu amat,Positif
Muhammad Taufik,5,2024-08-03 13:05:32,sangad membantuuuuuukuuu,Positif
Rudi Irwanto,5,2024-08-03 12:53:09,Terbaik,Positif
Mustari Murad,1,2024-08-03 12:52:47,"saya minta tolong hapus data saya, saya tidak pernah menerima pinjaman dari sini... 😡😡😡😡😡😡😡😡😡😡😡😡😡😡🫤😡😡😡😡🫤😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🤬😡😡🤬🤬😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🤬😡😡🤬🤬😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🤬🤬😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",Negatif
Arsila Farzana,5,2024-08-03 12:51:47,bagus sekali,Positif
Gembul 1205,2,2024-08-03 12:27:54,limit terlalu kecill,Negatif
Gintung Aja,1,2024-08-03 12:27:25,"Aplikasi udah g jelas ini mah,pdhal udah 9 kali minjem bayar tpat waktu trus tapi g bisa pinjam lg",Negatif
Ombeng Cippe,3,2024-08-03 12:24:24,cukup baik,Positif
Haji Alfi,5,2024-08-03 12:23:57,baik bila di acc,Positif
Garin Arista,1,2024-08-03 12:19:03,Udh penghapusan akun selama 2 mingguan tp gak di respon2 juga gimana sih ?,Negatif
Rohayati Jamilah,5,2024-08-03 12:17:02,Alhamdulillah senang tapi gk bisa banyak,Positif
Babaheng,1,2024-08-03 12:14:54,Sudah lunas malah limit menghilang.. disarankan jgn download afk ini,Negatif
Sepri Anton,4,2024-08-03 12:12:15,sangat cepat cair nya,Positif
muhamad erwin,2,2024-08-03 12:09:32,Baru kali ini kecewa sama Easycash biasanya kalo setelah bayar bisa pinjam lagi lagi tapi sekarang setelah bayar udah gak bisa padahal di Aplikasi limit masih 5 juta dan belum pernah telat bayar,Negatif
Riakopita Sarii,5,2024-08-03 12:07:53,bermangpaat sx,Positif
Siti Jubaidah,1,2024-08-03 11:58:29,Tolong data saya di hapusin percuma udah ngisi data eh malah di tolak.. Ga jelas,Negatif
alami n,5,2024-08-03 11:54:52,sangat membantu,Positif
kr sw,1,2024-08-03 11:50:48,gitu deh,Negatif
Ikmaludin 123,5,2024-08-03 11:49:07,mudah di acc,Positif
Dandris Salema,5,2024-08-03 11:43:33,aplikasi baik,Positif
Bifa HSN,5,2024-08-03 11:40:39,"SDH mempermudah buat tambahan usaha,berkah dan sukses selalu",Positif
Idha Banjarnegara,3,2024-08-03 11:27:39,sangat baik,Positif
